englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
5790,bukhari,1,10,Times of the Prayers,,,576,"<p>
Narrated Abu `Uthman:

<p>`Abdur Rahman bin Abi Bakr said, ""The Suffa Companions were poor people and the Prophet said, 
'Whoever has food for two persons should take a third one from them (Suffa companions). And 
whosoever has food for four persons he should take one or two from them' Abu Bakr took three men 
and the Prophet took ten of them."" 
`Abdur Rahman added, my father my mother and I were there (in the house). (The sub-narrator is in 
doubt whether `Abdur Rahman also said, 'My wife and our servant who was common for both my 
house and Abu Bakr's house). Abu Bakr took his supper with the Prophet and remained there till the 
`Isha' prayer was offered. Abu Bakr went back and stayed with the Prophet till the Prophet took his 
meal and then Abu Bakr returned to his house after a long portion of the night had passed. Abu Bakr's 
wife said, 'What detained you from your guests (or guest)?' He said, 'Have you not served them yet?' 
She said, 'They refused to eat until you come. The food was served for them but they refused."" `Abdur 
Rahman added, ""I went away and hid myself (being afraid of Abu Bakr) and in the meantime he (Abu 
Bakr) called me, 'O Ghunthar (a harsh word)!' and also called me bad names and abused me and then 
said (to his family), 'Eat. No welcome for you.' Then (the supper was served). Abu Bakr took an oath 
that he would not eat that food. The narrator added: By Allah, whenever any one of us (myself and the 
guests of Suffa companions) took anything from the food, it increased from underneath. We all ate to 
our fill and the food was more than it was before its serving. 
Abu Bakr looked at it (the food) and found it as it was before serving or even more than that. He 
addressed his wife (saying) 'O the sister of Bani Firas! What is this?' She said, 'O the pleasure of my 
eyes! The food is now three times more than it was before.' Abu Bakr ate from it, and said, 'That 
(oath) was from Satan' meaning his oath (not to eat). Then he again took a morsel (mouthful) from it 
and then took the rest of it to the Prophet. So that meal was with the Prophet. There was a treaty 
between us and some people, and when the period of that treaty had elapsed the Prophet divided us 
into twelve (groups) (the Prophet's companions) each being headed by a man. Allah knows how many 
men were under the command of each (leader). So all of them (12 groups of men) ate of that meal.""",10.0,,,,78,106040,2012-04-26 07:00:00
461,bukhari,1,2,Belief,,,47,"<p>

     Narrated 'Abdullah:
<p>

     The Prophet said, ""Abusing a Muslim is Fusuq (an evil doing) and 
     killing him is Kufr (disbelief).""",2.0,,,,41,100480,2012-04-26 07:00:00
462,bukhari,1,2,Belief,,,47,"<p>

Narrated 'Ubada bin As-Samit: 
     ""Allah's Apostle went out to inform the people about the (date of the)
     night of decree (Al-Qadr) but there happened a quarrel between two 
     Muslim men. The Prophet said, ""I came out to inform you about (the 
     date of) the night of Al-Qadr, but as so and so and so and so 
     quarrelled, its knowledge was taken away (I forgot it) and maybe it 
     was better for you. Now look for it in the 7th, the 9th and the 5th 
     (of the last 10 nights of the month of Ramadan).""
<p>",2.0,,,,42,100490,2012-04-26 07:00:00
1621,bukhari,1,4,Ablutions (Wudu'),,,161,"<p>

     Narrated Humran:
<p>

     (the slave of 'Uthman) I saw 'Uthman bin 'Affan asking for a tumbler 
     of water (and when it was brought) he poured water over his hands and 
     washed them thrice and then put his right hand in the water container 
     and rinsed his mouth, washed his nose by putting water in it and then 
     blowing it out. then he washed his face and forearms up to the 
     elbows thrice, passed his wet hands over his head and washed his feet 
     up to the ankles thrice. Then he said, ""Allah's Apostle said 'If 
     anyone performs ablution like that of mine and offers a two-rak'at 
     prayer during which he does not think of anything else (not related to
     the present prayer) then his past sins will be forgiven.' """,4.0,,,,25,101590,2012-04-26 07:00:00
1622,bukhari,1,4,Ablutions (Wudu'),,,161," After 
     performing the ablution 'Uthman said, ""I am going to tell you a Hadith
     which I would not have told you, had I not been compelled by a certain
     Holy Verse (the sub narrator 'Urwa said: This verse is: ""Verily, those
     who conceal the clear signs and the guidance which we have sent 
     down...)"" (2:159). I heard the Prophet saying, 'If a man performs 
     ablution perfectly and then offers the compulsory congregational 
     prayer, Allah will forgive his sins committed between that (prayer) 
     and the (next) prayer till he offers it.
<p>",4.0,,,,26,101600,2012-04-26 07:00:00
32,bukhari,1,1,Revelation,,,3,"Narrated Jabir bin 'Abdullah Al-Ansari (while talking about the period of pause in revelation) reporting the speech of the Prophet: ""While I was walking, all of a sudden I heard a voice from the sky. I looked up and saw the same angel who had visited me at the cave of Hira' sitting on a chair between the sky and the earth. I got afraid of him and came back home and said, 'Wrap me (in blankets).' And then Allah revealed the following Holy Verses (of Quran):  'O you (i.e. Muhammad)! wrapped up in garments!' Arise and warn (the people against Allah's Punishment),... up to 'and desert the idols.' (74.1-5) After this the revelation started coming strongly, frequently and regularly.""",1.0,,,,4,100040,2013-11-10 02:38:09
1751,bukhari,1,4,Ablutions (Wudu'),,,174,"<p>

     Narrated Abu Huraira:
<p>

     The Prophet said, ""A man saw a dog eating mud from (the severity of) 
     thirst. So, that man took a shoe (and filled it) with water and kept 
     on pouring the water for the dog till it quenched its thirst. So Allah
     approved of his deed and made him to enter Paradise.""",4.0,,,,39,101730,2012-04-26 07:00:00
1752,bukhari,1,4,Ablutions (Wudu'),,,174,"And narrated 
     Hamza bin 'Abdullah: My father said. ""During the lifetime of Allah's 
     Apostle, the dogs used to urinate, and pass through the mosques (come 
     and go), nevertheless they never used to sprinkle water on it (urine 
     of the dog.)""
<p>
",4.0,,,,40,101740,2012-04-26 07:00:00
5101,bukhari,1,10,Times of the Prayers,,,507,"<p>

     Narrated Ghailan:
<p>

     Anas said, ""I do not find (now-a-days) things as they were (practiced)
     at the time of the Prophet."" Somebody said ""The prayer (is as it 
     was.)"" Anas said, ""Have you not done in the prayer what you have 
     done?",10.0,,,,8,105280,2012-04-26 07:00:00
5102,bukhari,1,10,Times of the Prayers,,,507,"<p>

     Narrated Az-Zuhri that he visited Anas bin Malik at Damascus and found
     him weeping and asked him why he was weeping. He replied, ""I do not 
     know anything which I used to know during the life-time of Allah's 
     Apostle except this prayer which is being lost (not offered as it 
     should be).""
<p>",10.0,,,,9,105290,2012-04-26 07:00:00
4901,bukhari,1,9,Virtues of the Prayer Hall (Sutra of the Musalla),,,487,"<p>
Narrated Abu Sa`id:

<p>The Prophet said, (what is ascribed to him in the following Hadith):<p>
Narrated Abu Salih As-Samman:

<p>I saw Abu Sa`id Al-Khudri praying on a Friday, behind something which acted as a Sutra. A young 
man from Bani Abi Mu'ait [??] , wanted to pass in front of him, but Abu Sa`id repulsed him with a 
push on his chest. Finding no alternative he again tried to pass but Abu Sa`id pushed him with a 
greater force. The young man abused Abu Sa`id and went to Marwan and lodged a complaint against 
Abu Sa`id and Abu Sa`id followed the young man to Marwan who asked him, ""O Abu Sa`id! What 
has happened between you and the son of your brother?"" Abu Sa`id said to him, ""I heard the Prophet 
saying, 'If anybody amongst you is praying behind something as a Sutra and somebody tries to pass in 
front of him, then he should repulse him and if he refuses, he should use force against him for he is a 
Shaitan (a Satan).' """,8.0,,,,156,105080,2012-04-26 07:00:00
1241,bukhari,1,3,Knowledge,,,123,"<p>
Narrated Sa`id bin Jubair:

<p>I said to Ibn `Abbas, ""Nauf-Al-Bakali claims that Moses (the companion of Khadir) was not the 
Moses of Bani Israel but he was another Moses."" Ibn `Abbas remarked that the enemy of Allah (Nauf) 
was a liar.<p>
Narrated Ubai bin Ka`b:

<p>The Prophet said, ""Once the Prophet Moses stood up and addressed Bani Israel. He was asked, ""Who 
is the most learned man amongst the people. He said, ""I am the most learned."" Allah admonished 
Moses as he did not attribute absolute knowledge to Him (Allah). So Allah inspired to him ""At the 
junction of the two seas there is a slave amongst my slaves who is more learned than you."" Moses 
said, ""O my Lord! How can I meet him?"" Allah said: Take a fish in a large basket (and proceed) and 
you will find him at the place where you will lose the fish. So Moses set out along with his (servant) 
boy, Yusha` bin Noon and carried a fish in a large basket till they reached a rock, where they laid their 
heads (i.e. lay down) and slept. The fish came out of the basket and it took its way into the sea as in a 
tunnel. So it was an amazing thing for both Moses and his (servant) boy. They proceeded for the rest 
of that night and the following day. When the day broke, Moses said to his (servant) boy: ""Bring us 
our early meal. No doubt, we have suffered much fatigue in this journey."" Moses did not get tired till 
he passed the place about which he was told. There the (servant) boy told Moses, ""Do you remember 
when we betook ourselves to the rock, I indeed forgot the fish."" Moses remarked, ""That is what we 
have been seeking. So they went back retracing their footsteps, till they reached the rock. There they 
saw a man covered with a garment (or covering himself with his own garment). Moses greeted him. 
Al-Khadir replied saying, ""How do people greet each other in your land?"" 
Moses said, ""I am Moses."" He asked, ""The Moses of Bani Israel?"" Moses replied in the affirmative 
and added, ""May I follow you so that you teach me of that knowledge which you have been taught."" 
Al-Khadir replied, ""Verily! You will not be able to remain patient with me, O Moses! I have some of 
the knowledge of Allah which He has taught me and which you do not know, while you have some 
knowledge which Allah has taught you which I do not know."" Moses said, ""Allah willing, you will 
find me patient and I will disobey no order of yours. So both of them set out walking along the 
seashore, as they did not have a boat. In the meantime a boat passed by them and they requested the 
crew of the boat to take them on board. The crew recognized Al-Khadir and took them on board 
without fare. Then a sparrow came and stood on the edge of the boat and dipped its beak once or twice 
in the sea. Al-Khadir said: ""O Moses! My knowledge and your knowledge have not decreased Allah's 
knowledge except as much as this sparrow has decreased the water of the sea with its beak."" Al- 
Khadir went to one of the planks of the boat and plucked it out. Moses said, ""These people gave us a 
free lift but you have broken their boat and scuttled it so as to drown its people."" Al-Khadir replied, 
""Didn't I tell you that you will not be able to remain patient with me."" Moses said, ""Call me not to 
account for what I forgot."" The first (excuse) of Moses was that he had forgotten. 
Then they proceeded further and found a boy playing with other boys. Al-Khadir took hold of the 
boy's head from the top and plucked it out with his hands (i.e. killed him). Moses said, ""Have you 
killed an innocent soul who has killed none."" Al-Khadir replied, ""Did I not tell you that you cannot 
remain patient with me?"" Then they both proceeded till when they came to the people of a town, they 
asked them for food, but they refused to entertain them. Then they found there a wall on the point of 
collapsing. Al-Khadir repaired it with his own hands. Moses said, ""If you had wished, surely you 
could have taken wages for it."" Al-Khadir replied, ""This is the parting between you and me."" The 
Prophet added, ""May Allah be Merciful to Moses! Would that he could have been more patient to 
learn more about his story with Al-Khadir. """,3.0,,,,64,101220,2012-04-26 07:00:00
31,bukhari,1,1,Revelation,,,3,"Narrated 'Aisha:  (the mother of the faithful believers) The commencement of the Divine Inspiration to Allah's Apostle was in the form of good dreams which came true like bright daylight, and then the love of seclusion was bestowed upon him. He used to go in seclusion in the cave of Hira where he used to worship (Allah alone) continuously for many days before his desire to see his family. He used to take with him the journey food for the stay and then come back to (his wife) Khadija to take his food likewise again till suddenly the Truth descended upon him while he was in the cave of Hira. The angel came to him and asked him to read. The Prophet replied, ""I do not know how to read."" The Prophet added, ""The angel caught me (forcefully) and pressed me so hard that I could not bear it any more. He then released me and again asked me to read and I replied, 'I do not know how to read.' Thereupon he caught me again and pressed me a second time till I could not bear it any more. He then released me and again asked me to read but again I replied, 'I do not know how to read (or what shall I read)?' Thereupon he caught me for the third time and pressed me, and then released me and said, 'Read in the name of your Lord, who has created (all that exists), created man from a clot. Read! And your Lord is the Most Generous."" (96.1, 96.2, 96.3) Then Allah's Apostle returned with the Inspiration and with his heart beating severely. Then he went to Khadija bint Khuwailid and said, ""Cover me! Cover me!"" They covered him till his fear was over and after that he told her everything that had happened and said, ""I fear that something may happen to me."" Khadija replied, ""Never! By Allah, Allah will never disgrace you. You keep good relations with your kith and kin, help the poor and the destitute, serve your guests generously and assist the deserving calamity-afflicted ones.""  Khadija then accompanied him to her cousin Waraqa bin Naufal bin Asad bin 'Abdul 'Uzza, who, during the pre-Islamic Period became a Christian and used to write the writing with Hebrew letters. He would write from the Gospel in Hebrew as much as Allah wished him to write. He was an old man and had lost his eyesight. Khadija said to Waraqa, ""Listen to the story of your nephew, O my cousin!"" Waraqa asked, ""O my nephew! What have you seen?"" Allah's Apostle described whatever he had seen. Waraqa said, ""This is the same one who keeps the secrets (angel Gabriel) whom Allah had sent to Moses. I wish I were young and could live up to the time when your people would turn you out."" Allah's Apostle asked, ""Will they drive me out?"" Waraqa replied in the affirmative and said, ""Anyone (man) who came with something similar to what you have brought was treated with hostility; and if I should remain alive till the day when you will be turned out then I would support you strongly."" But after a few days Waraqa died and the Divine Inspiration was also paused for a while.",1.0,,,,3,100030,2012-04-26 07:00:00
